,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Severity
2006,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2007,A1(M),Snow,Darkness: No street lighting,Snowing without high winds,Pedal cycleCar,Serious
2008,U,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2009,A58,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2010,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Slight
2011,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Slight
2012,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2013,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2014,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2015,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2016,A1(M),Dry,Darkness: No street lighting,Fine without high winds,Car,Slight
2017,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under0,Slight
2018,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2019,A643,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2020,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2021,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Slight
2022,A64(M),Wet/Damp,Darkness: Street lights present and lit,Other,Car,Slight
2023,A61,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2024,U,Wet/Damp,Darkness: Street lights present but unlit,Fine without high winds,Car,Slight
2025,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Slight
2026,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Slight
2027,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2028,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2029,A58,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2030,A58,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2031,A58,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2032,U,Snow,Darkness: Street lights present and lit,Snowing without high winds,Car,Slight
2033,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2034,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2035,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2036,A61,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2037,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Slight
2038,M62,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2039,B1,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Slight
2040,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2041,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2042,A642,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Serious
2043,A64(M),Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2044,A64(M),Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2045,A58,Wet/Damp,Darkness: No street lighting,Fine without high winds,Car,Slight
2046,A653,Wet/Damp,Darkness: Street lights present and lit,Other,Pedal cycleCar,Slight
2047,A6120,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Slight
2048,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Serious
2049,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2050,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2051,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2052,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2053,A642,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2054,A6110,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2055,A6110,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2056,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2057,A6038,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2058,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2059,A653,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2060,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2061,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Slight
2062,B6137,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycleCar,Serious
2063,B6137,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycleCar,Serious
2064,B6137,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycleCar,Serious
2065,M62,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2066,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Slight
2067,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Slight
2068,A6120,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2069,B6123,Wet/Damp,Darkness: Street lights present and lit,Fine with high winds,Car,Slight
2070,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Serious
2071,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2072,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
2073,A642,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2074,B6126,Wet/Damp,Daylight: Street lights present,Fine with high winds,Car,Slight
2075,B6155,Frost/Ice,Daylight: Street lights present,Fine with high winds,Car,Slight
2076,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2077,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2078,U,Frost/Ice,Darkness: Street lights present and lit,Raining with high winds,Car,Serious
2079,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2080,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2081,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Slight
2082,A63,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2083,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Serious
2084,A65,Dry,Darkness: Street lights present and lit,Fine with high winds,Car,Slight
2085,A647,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Slight
2086,A647,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2087,U,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2088,A6110,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Slight
2089,M62,Dry,Daylight: Street lights present,Other,Pedal cycleCar,Slight
2090,M1,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2091,M1,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2092,A65,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Slight
2093,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2094,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2095,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2096,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2097,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2098,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Slight
2099,A660,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2100,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Slight
2101,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2102,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Slight
2103,U,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2104,U,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2105,U,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car7,Slight
2106,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle0,Slight
2107,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle0,Slight
2108,B6159,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Slight
2109,B6159,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Slight
2110,A58,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2111,A6110,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2112,A58,Frost/Ice,Darkness: Street lights present and lit,Raining without high winds,Car,Slight
2113,U,Frost/Ice,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Slight
2114,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Slight
2115,A6120,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2116,U,Frost/Ice,Daylight: Street lights present,Other,Car,Slight
2117,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Slight
2118,B6154,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2119,B6154,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2120,A6120,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Serious
2121,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2122,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2123,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2124,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2125,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Serious
2126,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2127,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle 12Motorcycle over 500cccc to Motorcycle over 500cc00cc,Serious
2128,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Slight
2129,U,Frost/Ice,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2130,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2131,U,Frost/Ice,Darkness: No street lighting,Fine without high winds,Car,Slight
2132,U,Frost/Ice,Darkness: No street lighting,Fine without high winds,Car,Slight
2133,U,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Slight
2134,U,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Slight
2135,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and under,Slight
2136,A62,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2137,A62,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2138,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2139,U,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Slight
2140,A62,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2141,A58,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2142,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycleCar,Slight
2143,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Serious
2144,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Fatal
2145,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2146,M1,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2147,B6154,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2148,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Serious
2149,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Motorcycle Motorcycle over 500cc0cc and underPedal cycle,Slight
2150,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2151,A6110,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Slight
2152,A660,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Slight
2153,A660,Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2154,A64(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2155,A660,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
2156,A660,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
2157,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Serious
2158,B6157,Dry,Daylight: Street lights present,Fine without high winds,Car,Serious
2159,U,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Slight
2160,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2161,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2162,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
2163,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2164,A1(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Slight
2165,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Slight
